customer_id,age,gender,district,residential_status,employment_sector,employment_years,monthly_income_hkd,product_type,loan_amount_hkd,tenor_months,interest_rate_pct,num_existing_loans,num_credit_cards,existing_debt_payment_hkd,new_payment_hkd,dsr,ltv,delinq_24m,months_since_delinq,credit_history_years,tu_credit_score,default_flag
HK1007414,38,F,New Territories,Private Rental,Professional Services,4.7,30900.0,Mortgage,2774000,180,2.83,2,1,4840,18930,0.769,0.767,3,16.0,13.5,548,0
HK1007415,26,M,New Territories,Living with Family,Retail & F&B,4.0,13600.0,Credit Card,71000,24,28.82,1,2,5190,2840,0.59,,0,,3.0,663,1
HK1007416,40,F,HK Island,Private Rental,Construction,10.2,15500.0,Credit Card,106000,24,24.0,2,4,3670,4240,0.51,,0,,8.5,689,0
HK1007417,38,M,Kowloon,Owner,Construction,19.5,22700.0,Mortgage,1855000,300,3.29,1,3,3310,9080,0.546,0.729,0,,11.5,695,0
HK1007418,59,M,New Territories,Private Rental,Public Sector,9.4,16200.0,Mortgage,1250000,180,3.53,1,5,3770,8950,0.785,0.681,0,,31.1,682,0
HK1007419,33,F,Kowloon,Owner,Retail & F&B,2.3,14900.0,SME Facility,163000,36,10.09,1,5,1840,3260,0.342,0.628,0,,7.3,710,0
HK1007420,41,M,Kowloon,Owner,Finance & Insurance,8.4,14500.0,Credit Card,30000,12,30.51,1,3,290,1200,0.103,,0,,15.0,766,0
HK1007421,24,M,New Territories,Public Housing,Self-Employed,1.2,29400.0,Credit Card,176000,12,28.81,2,2,6090,7040,0.447,,0,,1.6,754,1
HK1007422,21,M,HK Island,Owner,Self-Employed,0.3,15100.0,Personal Loan,84000,48,8.1,0,6,1960,2050,0.266,,0,,0.0,724,0
HK1007423,54,F,Kowloon,Private Rental,Construction,10.1,27000.0,SME Facility,1078000,12,4.0,1,3,4120,21560,0.951,0.725,2,10.0,27.5,556,1
HK1007424,31,M,HK Island,Owner,Finance & Insurance,3.4,39800.0,Personal Loan,420000,60,11.64,0,2,8980,9270,0.459,,1,18.0,6.4,647,0
HK1007425,56,M,Kowloon,Owner,Trade & Logistics,5.6,15800.0,Personal Loan,201000,24,5.98,1,3,2530,8910,0.724,,1,16.0,31.2,688,0
HK1007426,70,F,New Territories,Private Rental,Construction,11.0,11200.0,Credit Card,29000,12,25.9,1,3,4260,1160,0.484,,0,,28.1,771,0
HK1007427,47,F,New Territories,Owner,Trade & Logistics,11.7,20600.0,Personal Loan,111000,12,6.41,1,3,7370,9570,0.822,,0,,14.9,724,0
HK1007428,70,M,Kowloon,Private Rental,Finance & Insurance,6.8,42500.0,Personal Loan,474000,60,9.36,2,2,12480,9920,0.527,,0,,31.1,732,0
HK1007429,38,M,New Territories,Private Rental,Retail & F&B,8.2,12700.0,Credit Card,28000,12,29.85,3,3,810,1120,0.152,,0,,11.6,698,0
HK1007430,43,F,New Territories,Owner,Retail & F&B,,10600.0,Credit Card,47000,12,30.4,0,4,2770,1880,0.439,,0,,12.5,697,1
HK1007431,60,F,New Territories,Owner,Finance & Insurance,9.6,24800.0,Personal Loan,292000,12,5.14,1,4,2380,25020,1.105,,0,,29.0,703,0
HK1007432,21,F,Kowloon,Owner,Retail & F&B,1.6,19000.0,Mortgage,1748000,300,3.05,2,2,4840,8330,0.693,0.816,0,,0.0,644,0
HK1007433,53,M,Kowloon,Owner,Self-Employed,3.4,48100.0,Mortgage,3369000,180,2.81,1,3,6740,22960,0.617,0.788,0,,13.9,632,0
HK1007434,35,M,Kowloon,Owner,Finance & Insurance,7.9,40800.0,Credit Card,282000,12,25.83,2,4,2130,11280,0.329,,1,10.0,9.3,633,0
HK1007435,27,F,HK Island,Owner,Trade & Logistics,2.2,13500.0,Credit Card,89000,24,31.69,0,2,2230,3560,0.429,,4,13.0,2.4,535,0
HK1007436,36,F,Kowloon,Private Rental,Retail & F&B,6.8,14200.0,Personal Loan,139000,60,9.2,2,3,700,2900,0.254,,0,,7.7,690,0
HK1007437,21,F,Kowloon,Owner,Retail & F&B,32.4,9000.0,Mortgage,881000,180,3.66,4,3,1710,6370,0.898,0.631,2,3.0,0.0,624,0
HK1007438,67,M,New Territories,Private Rental,Professional Services,2.3,44000.0,Mortgage,2115000,300,4.0,3,3,3650,11160,0.337,0.595,0,,22.6,710,0
HK1007439,40,M,Kowloon,Owner,Retail & F&B,2.5,12400.0,Mortgage,532000,180,3.43,2,2,3050,3780,0.551,0.693,1,8.0,8.0,624,0
HK1007440,46,M,New Territories,Private Rental,Finance & Insurance,8.2,21600.0,Personal Loan,182000,60,8.89,3,2,3010,3770,0.314,,0,,16.1,700,0
HK1007441,49,M,Kowloon,Private Rental,Retail & F&B,0.2,26100.0,Credit Card,46000,12,24.3,3,1,4360,1840,0.238,,0,,18.7,693,0
HK1007442,27,M,Kowloon,Private Rental,Trade & Logistics,4.0,18700.0,Credit Card,27000,12,26.56,1,4,6490,1080,0.405,,1,16.0,3.6,594,1
HK1007443,41,M,HK Island,Owner,Retail & F&B,10.5,15500.0,SME Facility,371000,60,9.85,1,1,2050,7420,0.611,0.618,0,,9.2,638,0
HK1007444,55,M,New Territories,Public Housing,Trade & Logistics,1.5,15100.0,SME Facility,407000,24,8.37,0,3,4470,8140,0.835,0.663,1,3.0,30.6,680,0
HK1007445,37,M,New Territories,Owner,Trade & Logistics,8.9,17700.0,Personal Loan,252000,24,7.9,1,3,2030,11390,0.758,,0,,13.9,656,0
HK1007446,49,M,HK Island,Owner,Trade & Logistics,4.1,20300.0,SME Facility,649000,12,7.43,3,5,1680,12980,0.722,0.523,2,16.0,21.2,608,0
HK1007447,45,M,HK Island,Owner,Finance & Insurance,14.1,39300.0,Personal Loan,383000,12,5.33,1,2,5060,32850,0.965,,0,,16.2,653,0
HK1007448,35,M,HK Island,Public Housing,Public Sector,5.1,38200.0,Credit Card,262000,24,28.14,1,2,6920,10480,0.455,,0,,11.0,664,0
HK1007449,24,F,HK Island,Private Rental,Public Sector,5.9,21000.0,Credit Card,64000,12,27.2,0,5,800,2560,0.16,,1,7.0,2.7,690,0
HK1007450,40,M,New Territories,Owner,Construction,6.1,30500.0,Credit Card,187000,24,29.42,1,4,550,7480,0.263,,0,,7.9,689,0
HK1007451,61,M,New Territories,Private Rental,Professional Services,14.6,31400.0,SME Facility,378000,60,10.39,2,3,3020,7560,0.337,0.638,0,,21.6,754,0
HK1007452,40,M,New Territories,Public Housing,Finance & Insurance,4.6,18800.0,SME Facility,572000,60,9.34,1,6,5310,11440,0.891,0.605,0,,12.6,666,0
HK1007453,31,M,Kowloon,Owner,Retail & F&B,0.0,24700.0,Credit Card,114000,12,26.49,2,1,1520,4560,0.246,,0,,5.8,709,1
HK1007454,30,F,Kowloon,Owner,Retail & F&B,8.2,24100.0,Personal Loan,146000,12,6.52,2,3,8840,12600,0.89,,0,,6.6,577,0
HK1007455,33,M,HK Island,Living with Family,Retail & F&B,,19100.0,Mortgage,1260000,180,3.19,0,3,640,8820,0.495,0.666,0,,6.2,672,0
HK1007456,44,M,Kowloon,Private Rental,Trade & Logistics,9.7,28200.0,Personal Loan,260000,24,6.88,0,2,3000,11630,0.519,,4,14.0,12.4,526,1
HK1007457,29,M,New Territories,Public Housing,Finance & Insurance,3.7,17900.0,Mortgage,1287000,120,2.74,0,4,1700,12270,0.78,0.651,2,6.0,4.8,588,0
HK1007458,21,F,Kowloon,Private Rental,Public Sector,4.7,17100.0,SME Facility,610000,24,6.74,1,3,1370,12200,0.794,0.761,0,,0.0,652,0
HK1007459,40,F,New Territories,Owner,Public Sector,7.2,39700.0,Credit Card,197000,24,29.15,1,2,6400,7880,0.36,,0,,17.0,737,0
HK1007460,61,F,Kowloon,Living with Family,Retail & F&B,1.5,23200.0,Personal Loan,279000,12,6.66,2,2,8140,24100,1.39,,0,,35.0,612,1
HK1007461,28,M,Kowloon,Public Housing,Retail & F&B,1.6,21000.0,Personal Loan,91000,36,7.07,3,2,1340,2810,0.198,,1,1.0,2.9,688,0
HK1007462,44,M,New Territories,Private Rental,Retail & F&B,4.4,22400.0,Credit Card,38000,12,21.08,0,3,5940,1520,0.333,,0,,13.2,736,1
HK1007463,29,F,Kowloon,Owner,Construction,3.1,21700.0,Personal Loan,159000,60,5.31,2,3,3920,3020,0.32,,0,,6.9,673,0
HK1007464,44,F,Kowloon,Private Rental,Trade & Logistics,0.6,23700.0,Personal Loan,258000,36,8.24,2,4,4390,8110,0.527,,0,,10.5,696,0
HK1007465,36,F,Kowloon,Private Rental,Self-Employed,1.6,28500.0,Credit Card,100000,24,23.46,1,1,1180,4000,0.182,,0,,7.6,703,0
HK1007466,54,F,HK Island,Owner,Trade & Logistics,6.5,19300.0,Personal Loan,201000,60,7.11,2,1,7260,3990,0.583,,1,5.0,19.6,641,0
HK1007467,38,F,New Territories,Owner,Public Sector,9.9,21000.0,Credit Card,149000,12,27.37,0,2,1610,5960,0.36,,0,,12.2,715,0
HK1007468,34,F,New Territories,Owner,Retail & F&B,,17900.0,Personal Loan,243000,36,6.4,1,2,6160,7440,0.76,,0,,11.0,727,0
HK1007469,39,M,Kowloon,Private Rental,Professional Services,5.2,43400.0,Mortgage,1829000,120,3.31,0,2,5020,17920,0.529,0.419,0,,16.4,724,0
HK1007470,39,F,New Territories,Owner,Construction,2.6,20200.0,Personal Loan,91000,36,8.1,1,6,3580,2860,0.319,,0,,7.3,676,0
HK1007471,21,M,HK Island,Owner,Public Sector,9.9,20800.0,Mortgage,2057000,360,2.75,2,3,3830,8400,0.588,0.908,1,9.0,0.0,576,0
HK1007472,27,F,Kowloon,Owner,Finance & Insurance,4.8,27200.0,Personal Loan,300000,48,5.67,0,2,6710,7000,0.504,,0,,2.7,686,0
HK1007473,57,M,HK Island,Public Housing,Trade & Logistics,12.8,28100.0,Mortgage,2912000,300,3.37,2,3,8470,14380,0.813,0.934,1,13.0,21.6,710,0
HK1007474,49,F,New Territories,Owner,Trade & Logistics,7.4,14800.0,Personal Loan,46000,60,7.65,0,2,2970,930,0.264,,0,,25.4,757,0
HK1007475,39,F,Kowloon,Owner,Finance & Insurance,5.4,44800.0,Credit Card,94000,24,26.72,2,3,6360,3760,0.226,,1,8.0,13.4,702,0
HK1007476,43,F,HK Island,Owner,Construction,13.9,15500.0,Personal Loan,72000,24,6.46,0,5,3570,3210,0.437,,0,,20.2,730,0
HK1007477,52,F,New Territories,Owner,Construction,16.8,9000.0,Credit Card,63000,12,24.56,1,3,3130,2520,0.628,,0,,26.9,732,0
HK1007478,25,M,Kowloon,Owner,Finance & Insurance,6.2,35700.0,Personal Loan,108000,60,6.19,1,1,5590,2100,0.215,,1,3.0,3.4,699,0
HK1007479,51,M,Kowloon,Private Rental,Professional Services,9.1,41000.0,Credit Card,162000,12,29.23,1,3,6260,6480,0.311,,2,4.0,26.4,670,1
HK1007480,31,F,Kowloon,Public Housing,Professional Services,1.4,37700.0,Mortgage,3138000,300,2.64,3,2,13570,14300,0.739,0.457,1,2.0,7.9,589,0
HK1007481,40,M,Kowloon,Owner,Self-Employed,12.9,30200.0,Mortgage,1746000,300,3.01,0,3,1160,8290,0.313,0.589,0,,9.2,728,0
HK1007482,55,M,HK Island,Owner,Retail & F&B,9.1,27100.0,Personal Loan,248000,24,8.7,2,2,10540,11300,0.806,,2,3.0,25.7,672,0
HK1007483,46,M,Kowloon,Owner,Professional Services,2.5,34100.0,Mortgage,3642000,240,3.2,0,1,4600,20570,0.738,0.429,0,,13.9,697,0
HK1007484,38,M,New Territories,Owner,Retail & F&B,6.2,24700.0,Credit Card,91000,12,26.59,2,3,1020,3640,0.189,,0,,11.2,735,0
HK1007485,25,M,Kowloon,Owner,Professional Services,4.8,34700.0,Personal Loan,457000,48,8.79,3,3,5280,11330,0.479,,1,17.0,3.0,601,0
HK1007486,44,M,Kowloon,Living with Family,Construction,13.4,20200.0,Credit Card,120000,12,20.03,1,5,7640,4800,0.616,,0,,21.3,743,0
HK1007487,45,F,Kowloon,Private Rental,Self-Employed,4.7,58200.0,Mortgage,5817000,300,2.96,2,3,28550,27460,0.962,0.543,0,,22.3,652,1
HK1007488,24,M,Kowloon,Public Housing,Trade & Logistics,3.2,29600.0,Credit Card,108000,12,32.28,2,5,16020,4320,0.687,,0,,1.6,660,0
HK1007489,48,F,Kowloon,Private Rental,Retail & F&B,4.9,15000.0,Mortgage,1084000,300,2.66,1,2,3110,4950,0.537,0.506,0,,20.3,701,0
HK1007490,45,F,Kowloon,Private Rental,Retail & F&B,4.2,11900.0,SME Facility,357000,24,6.19,2,5,260,7140,0.622,0.54,0,,14.0,703,0
HK1007491,45,M,Kowloon,Living with Family,Trade & Logistics,1.7,53200.0,Personal Loan,521000,24,8.49,1,2,10310,23680,0.639,,2,2.0,10.3,567,1
HK1007492,51,M,New Territories,Public Housing,Self-Employed,3.6,25400.0,Mortgage,1714000,240,2.75,1,2,6630,9290,0.627,0.694,0,,21.4,697,0
HK1007493,44,M,New Territories,Private Rental,Retail & F&B,7.5,21000.0,Personal Loan,190000,60,10.88,2,3,3460,4120,0.361,,2,18.0,18.2,584,0
HK1007494,33,F,HK Island,Public Housing,Self-Employed,0.5,17900.0,Mortgage,854000,300,3.75,0,2,5090,4390,0.53,0.909,0,,5.6,665,0
HK1007495,35,M,Kowloon,Public Housing,Public Sector,3.8,29800.0,SME Facility,1014000,24,11.54,5,7,1410,20280,0.728,0.62,3,21.0,9.8,462,1
HK1007496,39,F,New Territories,Owner,Public Sector,4.6,16400.0,Personal Loan,58000,24,8.09,2,2,390,2630,0.184,,0,,7.7,705,0
HK1007497,43,M,HK Island,Owner,Retail & F&B,8.9,25200.0,Credit Card,72000,12,29.13,3,1,1930,2880,0.191,,1,1.0,11.0,736,0
HK1007498,66,M,Kowloon,Private Rental,Professional Services,9.4,48500.0,Personal Loan,445000,24,6.48,0,2,2910,19820,0.469,,0,,24.2,739,0
HK1007499,54,M,New Territories,Private Rental,Trade & Logistics,11.4,26900.0,Personal Loan,242000,48,7.28,3,5,5900,5830,0.436,,2,9.0,23.6,622,0
HK1007500,59,M,New Territories,Public Housing,Professional Services,3.1,65900.0,Personal Loan,807000,12,10.35,0,5,11500,71080,1.253,,0,,26.6,653,1
HK1007501,55,M,New Territories,Public Housing,Retail & F&B,15.3,20800.0,Mortgage,1305000,360,2.98,1,3,1190,5490,0.321,0.537,0,,21.8,736,0
HK1007502,56,M,Kowloon,Public Housing,Retail & F&B,0.8,19400.0,Mortgage,1630000,180,2.93,3,3,9750,11200,1.08,0.442,0,,20.4,621,0
HK1007503,24,F,Kowloon,Private Rental,Trade & Logistics,5.8,28500.0,Personal Loan,382000,36,9.38,1,3,3360,12220,0.547,,4,10.0,2.3,584,1
HK1007504,45,F,New Territories,Owner,Retail & F&B,12.6,37400.0,Personal Loan,294000,36,7.58,2,3,3720,9160,0.344,,0,,17.8,725,0
HK1007505,31,F,HK Island,Owner,Public Sector,16.4,17500.0,Mortgage,1507000,180,1.85,2,3,2170,9590,0.672,0.636,1,4.0,6.2,616,0
HK1007506,26,M,HK Island,Owner,Finance & Insurance,5.7,32000.0,SME Facility,465000,60,5.0,2,6,12370,9300,0.677,0.551,0,,2.7,649,0
HK1007507,37,F,Kowloon,Owner,Trade & Logistics,4.6,20400.0,Credit Card,64000,12,28.19,5,2,4760,2560,0.359,,1,4.0,13.3,680,0
HK1007508,29,M,New Territories,Public Housing,Self-Employed,2.7,21200.0,Personal Loan,108000,48,6.3,2,3,1750,2550,0.203,,3,21.0,4.6,597,0
HK1007509,31,F,New Territories,Public Housing,Trade & Logistics,11.0,24300.0,Personal Loan,104000,12,8.42,2,4,5680,9070,0.607,,1,18.0,9.1,643,0
HK1007510,50,M,Kowloon,Private Rental,Construction,12.5,13400.0,Personal Loan,95000,48,6.42,1,1,580,2250,0.211,,0,,17.1,770,0
HK1007511,47,M,New Territories,Owner,Construction,8.4,37700.0,SME Facility,520000,36,10.28,2,4,2280,10400,0.336,0.593,3,19.0,21.0,616,0
HK1007512,39,F,Kowloon,Private Rental,Self-Employed,3.0,27100.0,Mortgage,1457000,180,3.81,1,3,4040,10640,0.542,0.756,0,,10.3,715,0
HK1007513,40,F,New Territories,Owner,Professional Services,4.3,49300.0,Credit Card,102000,24,26.83,5,2,2810,4080,0.14,,0,,11.6,675,0
HK1007514,33,F,New Territories,Public Housing,Professional Services,12.3,40000.0,SME Facility,985000,12,11.32,1,2,2760,19700,0.562,0.565,1,4.0,8.7,640,0
HK1007515,45,F,New Territories,Owner,Trade & Logistics,5.1,23200.0,Credit Card,151000,24,22.97,1,2,1280,6040,0.316,,4,14.0,14.6,512,1
HK1007516,54,F,Kowloon,Owner,Professional Services,4.3,39300.0,Personal Loan,231000,48,6.87,0,3,3990,5520,0.242,,0,,13.9,757,0
HK1007517,54,F,Kowloon,Public Housing,Retail & F&B,0.9,15600.0,Mortgage,1530000,120,3.37,0,3,1420,15040,1.055,0.636,0,,18.5,640,1
HK1007518,45,F,Kowloon,Public Housing,Public Sector,14.0,40500.0,Credit Card,183000,12,22.98,0,4,1860,7320,0.227,,0,,10.7,771,0
HK1007519,39,M,New Territories,Private Rental,Finance & Insurance,4.8,15800.0,Credit Card,112000,12,28.19,2,2,920,4480,0.342,,0,,10.2,745,0
HK1007520,70,F,HK Island,Public Housing,Finance & Insurance,6.6,54800.0,Credit Card,225000,12,26.55,5,2,27010,9000,0.657,,0,,33.4,737,0
HK1007521,29,F,New Territories,Living with Family,Professional Services,10.8,21900.0,Mortgage,965000,120,3.48,0,4,6030,9530,0.711,0.569,0,,7.1,649,0
HK1007522,42,F,New Territories,Public Housing,Construction,2.8,20900.0,Mortgage,1155000,360,3.72,0,2,1350,5330,0.32,0.804,0,,10.9,685,0
HK1007523,40,F,Kowloon,Private Rental,Retail & F&B,4.9,21600.0,Credit Card,138000,12,27.22,1,3,1090,5520,0.306,,0,,15.1,727,0
HK1007524,51,F,HK Island,Owner,Finance & Insurance,4.5,68700.0,SME Facility,1416000,12,7.59,0,4,7490,28320,0.521,0.684,0,,25.1,731,0
HK1007525,60,M,Kowloon,Private Rental,Public Sector,7.8,33800.0,Credit Card,181000,12,25.84,1,2,6490,7240,0.406,,2,18.0,19.4,704,0
HK1007526,37,M,Kowloon,Private Rental,Professional Services,9.4,27100.0,Personal Loan,299000,12,5.79,3,4,1310,25710,0.997,,0,,13.7,588,0
HK1007527,46,M,HK Island,Owner,Public Sector,14.5,24700.0,Credit Card,98000,12,28.37,0,6,3990,3920,0.32,,2,12.0,12.3,655,0
HK1007528,42,F,Kowloon,Living with Family,Construction,9.5,26400.0,Credit Card,127000,12,25.64,1,5,3640,5080,0.33,,0,,16.9,690,0
HK1007529,41,F,HK Island,Living with Family,Trade & Logistics,10.6,34600.0,Credit Card,102000,12,27.34,1,2,7530,4080,0.336,,1,22.0,13.3,676,0
HK1007530,31,M,Kowloon,Owner,Professional Services,6.3,16600.0,Credit Card,50000,12,24.18,1,2,1530,2000,0.213,,0,,5.2,740,0
HK1007531,43,M,Kowloon,Public Housing,Retail & F&B,5.0,13700.0,Credit Card,47000,12,22.03,1,2,1540,1880,0.25,,1,18.0,9.9,700,0
HK1007532,43,M,Kowloon,Owner,Professional Services,10.9,20000.0,Personal Loan,91000,24,6.76,0,3,6800,4060,0.543,,0,,13.7,681,0
HK1007533,41,M,HK Island,Owner,Professional Services,10.1,25900.0,SME Facility,502000,12,5.42,1,1,4480,10040,0.561,0.635,3,21.0,13.0,541,1
HK1007534,57,F,Kowloon,Public Housing,Finance & Insurance,5.2,47900.0,Mortgage,4446000,120,2.94,1,4,9550,42810,1.093,0.276,2,14.0,20.3,557,0
HK1007535,29,M,New Territories,Owner,Professional Services,5.1,46700.0,Personal Loan,641000,48,5.87,1,5,5530,15020,0.44,,2,18.0,6.6,613,0
HK1007536,45,F,HK Island,Owner,Finance & Insurance,2.0,30400.0,Credit Card,164000,24,28.79,1,2,7970,6560,0.478,,0,,22.1,727,0
HK1007537,34,M,Kowloon,Private Rental,Trade & Logistics,11.6,20300.0,Personal Loan,210000,60,3.01,1,6,3090,3770,0.338,,0,,7.5,684,0
HK1007538,48,M,New Territories,Public Housing,Professional Services,2.2,58200.0,Personal Loan,385000,36,6.99,1,1,7440,11890,0.332,,1,10.0,20.6,716,0
HK1007539,51,F,New Territories,Public Housing,Public Sector,8.1,16400.0,Personal Loan,195000,36,6.79,2,5,2190,6000,0.499,,1,15.0,25.7,709,0
HK1007540,41,M,New Territories,Owner,Self-Employed,3.3,20300.0,Credit Card,135000,12,28.12,2,2,6990,5400,0.61,,0,,12.3,710,0
HK1007541,30,M,Kowloon,Private Rental,Trade & Logistics,20.3,17700.0,Personal Loan,163000,36,6.99,1,2,5850,5030,0.615,,0,,6.7,662,0
HK1007542,52,F,New Territories,Living with Family,Trade & Logistics,11.8,13900.0,Personal Loan,105000,12,5.84,3,4,2610,9030,0.837,,1,19.0,21.6,623,1
HK1007543,36,M,New Territories,Owner,Finance & Insurance,,26400.0,Personal Loan,64000,36,8.76,0,2,3400,2030,0.206,,0,,11.5,744,0
HK1007544,70,F,New Territories,Living with Family,Self-Employed,13.2,29200.0,Credit Card,177000,24,28.35,0,4,4150,7080,0.385,,2,4.0,23.2,693,0
HK1007545,38,M,Kowloon,Private Rental,Self-Employed,9.8,22900.0,Personal Loan,241000,36,9.52,3,5,3600,7720,0.494,,2,21.0,13.7,603,0
HK1007546,51,F,New Territories,Owner,Retail & F&B,12.5,23200.0,Mortgage,1172000,120,3.36,4,4,9300,11510,0.897,0.674,3,7.0,15.2,486,1
HK1007547,52,F,Kowloon,Private Rental,Construction,6.1,21800.0,Mortgage,1128000,240,3.94,1,3,3330,6800,0.465,0.746,4,19.0,18.0,554,1
HK1007548,39,M,Kowloon,Owner,Public Sector,22.7,,Mortgage,2073000,300,3.46,0,3,1310,10330,0.458,0.365,0,,8.0,774,0
HK1007549,57,M,New Territories,Public Housing,Retail & F&B,3.7,21100.0,Personal Loan,252000,24,5.15,2,2,4600,11070,0.743,,0,,27.8,702,0
HK1007550,40,F,Kowloon,Private Rental,Finance & Insurance,3.7,34100.0,Personal Loan,341000,60,8.4,2,1,5710,6980,0.372,,0,,7.7,701,0
HK1007551,41,M,Kowloon,Public Housing,Finance & Insurance,4.3,37200.0,Personal Loan,209000,24,6.91,0,2,8750,9350,0.487,,0,,17.8,666,0
HK1007552,0,F,HK Island,Public Housing,Construction,5.2,19000.0,Credit Card,70000,12,28.17,2,2,4740,2800,0.397,,2,3.0,12.2,613,1
HK1007553,27,M,New Territories,Owner,Finance & Insurance,3.4,59200.0,Mortgage,6205000,240,3.43,2,5,13570,35760,0.833,0.672,0,,2.6,618,1
HK1007554,22,F,Kowloon,Public Housing,Trade & Logistics,8.0,11400.0,Credit Card,33000,24,26.56,0,4,2530,1320,0.338,,0,,0.6,726,0
HK1007555,47,F,New Territories,Owner,Finance & Insurance,10.6,38300.0,Personal Loan,344000,48,8.74,0,3,3080,8520,0.303,,0,,13.5,715,0
HK1007556,42,M,New Territories,Private Rental,Professional Services,6.2,11000.0,Personal Loan,53000,24,6.83,4,3,3670,2370,0.549,,2,10.0,9.6,611,0
HK1007557,45,M,HK Island,Owner,Retail & F&B,1.0,18800.0,Credit Card,43000,24,20.92,0,1,1170,1720,0.154,,4,6.0,11.1,610,1
HK1007558,25,M,New Territories,Living with Family,Construction,1.8,16800.0,Mortgage,1331000,240,4.42,1,3,6030,8360,0.857,0.696,0,,3.7,652,0
HK1007559,47,F,New Territories,Owner,Construction,0.6,25600.0,Personal Loan,131000,24,8.88,1,1,8990,5980,0.585,,2,22.0,15.0,514,1
HK1007560,25,F,HK Island,Public Housing,Retail & F&B,1.9,13900.0,Personal Loan,65000,12,8.9,2,1,2880,5680,0.616,,0,,2.0,602,0
HK1007561,39,F,New Territories,Owner,Trade & Logistics,2.4,19400.0,Mortgage,1672000,120,3.58,1,4,6100,16600,1.17,0.694,1,21.0,14.8,550,0
HK1007562,39,M,Kowloon,Living with Family,Retail & F&B,11.6,13200.0,Credit Card,20000,24,22.35,3,3,3350,800,0.314,,1,16.0,16.9,750,0
HK1007563,51,F,New Territories,Owner,Professional Services,0.9,21900.0,SME Facility,258000,12,11.03,1,3,1690,5160,0.313,0.577,0,,15.9,734,0
HK1007564,36,F,HK Island,Private Rental,Finance & Insurance,11.4,21000.0,Mortgage,1920000,300,3.35,4,2,4090,9460,0.645,0.626,2,16.0,6.4,567,0
HK1007565,55,M,New Territories,Owner,Construction,3.4,43800.0,Mortgage,2986000,120,3.63,2,1,1140,29710,0.704,0.747,0,,28.0,728,0
HK1007566,44,M,Kowloon,Public Housing,Finance & Insurance,3.3,40100.0,Credit Card,52000,24,30.23,1,4,2440,2080,0.113,,0,,13.4,753,0
HK1007567,42,F,Kowloon,Owner,Trade & Logistics,2.3,14100.0,SME Facility,479000,12,11.67,2,3,1880,9580,0.813,0.44,0,,13.8,630,0
HK1007568,39,F,HK Island,Private Rental,Retail & F&B,1.1,37200.0,Mortgage,3179000,240,4.12,0,3,5080,19470,0.66,0.598,3,7.0,13.8,558,0
HK1007569,30,F,Kowloon,Public Housing,Professional Services,13.3,27000.0,Mortgage,2372000,120,3.4,0,4,3170,23340,0.982,0.72,0,,6.8,571,0
HK1007570,50,M,New Territories,Living with Family,Finance & Insurance,4.8,42800.0,Personal Loan,581000,36,10.58,1,2,15720,18910,0.809,,0,,25.6,663,0
HK1007571,55,M,HK Island,Public Housing,Public Sector,14.6,35000.0,Personal Loan,190000,60,6.87,3,3,10720,3750,0.413,,0,,30.4,753,0
HK1007572,49,F,New Territories,Private Rental,Self-Employed,8.3,28200.0,Credit Card,142000,24,24.56,2,3,2530,5680,0.291,,0,,15.2,698,0
HK1007573,45,F,New Territories,Owner,Finance & Insurance,9.5,37500.0,Personal Loan,513000,60,6.64,2,2,7710,10070,0.474,,0,,14.0,670,0
HK1007574,44,F,HK Island,Living with Family,Retail & F&B,3.3,25200.0,Credit Card,83000,12,30.24,2,4,11100,3320,0.572,,0,,14.7,716,0
HK1007575,42,F,Kowloon,Private Rental,Professional Services,5.5,13000.0,Mortgage,1359000,120,4.18,2,5,1260,13880,1.165,0.565,0,,9.1,634,0
HK1007576,45,M,New Territories,Living with Family,Retail & F&B,,14600.0,Personal Loan,164000,12,3.96,0,5,4480,13960,1.263,,2,12.0,10.4,505,1
HK1007577,31,F,New Territories,Private Rental,Public Sector,7.0,22700.0,Mortgage,1765000,180,2.72,4,4,11360,11950,1.027,0.66,0,,6.3,605,0
HK1007578,50,M,Kowloon,Owner,Public Sector,12.7,39700.0,Personal Loan,304000,60,7.03,3,3,15470,6020,0.541,,0,,17.2,652,0
HK1007579,37,M,New Territories,Public Housing,Self-Employed,6.9,23400.0,Credit Card,115000,12,31.05,1,3,5380,4600,0.426,,0,,12.2,633,0
HK1007580,32,M,New Territories,Owner,Professional Services,8.8,31100.0,Mortgage,2755000,180,3.82,0,4,7320,20130,0.883,0.861,0,,9.0,665,0
HK1007581,50,F,Kowloon,Private Rental,Finance & Insurance,4.5,30600.0,Mortgage,3064000,180,3.14,0,3,3790,21370,0.822,0.462,0,,27.0,724,0
HK1007582,52,M,HK Island,Owner,Trade & Logistics,9.6,33900.0,Mortgage,3216000,240,2.3,1,3,11830,16730,0.842,0.673,3,1.0,19.1,512,0
HK1007583,62,F,HK Island,Owner,Self-Employed,3.7,16600.0,SME Facility,782000,24,6.49,2,1,1810,15640,1.051,0.725,0,,23.4,621,0
HK1007584,32,M,New Territories,Owner,Construction,1.7,20700.0,SME Facility,577000,60,11.09,2,3,2740,11540,0.69,0.553,0,,4.8,659,0
HK1007585,23,M,New Territories,Public Housing,Retail & F&B,0.0,13600.0,Credit Card,20000,12,26.88,1,1,1640,800,0.179,,0,,1.1,716,0
